indice_relatorio_analise_de_capacidades;index_codigo_unidade;index_datas;Relatórios de Analise de Capacidade
[L2] Requisito Total de Produção = [I2 + C2 + J2];API;2022-03;160987.88549715077
[L2] Requisito Total de Produção = [I2 + C2 + J2];API;2022-04;151970.1024779657
[L2] Requisito Total de Produção = [I2 + C2 + J2];API;2022-05;176603.91662020527
[L2] Requisito Total de Produção = [I2 + C2 + J2];API;2022-06;177774.02443483597
[L2] Requisito Total de Produção = [I2 + C2 + J2];API;2022-07;190039.62409335683
[L2] Requisito Total de Produção = [I2 + C2 + J2];API;2022-08;211286.79687911744
[L2] Requisito Total de Produção = [I2 + C2 + J2];API;2022-09;204543.6441550313
[L2] Requisito Total de Produção = [I2 + C2 + J2];API;2022-10;209794.17069263558
[L2] Requisito Total de Produção = [I2 + C2 + J2];API;2022-11;215209.41347792553
[L2] Requisito Total de Produção = [I2 + C2 + J2];API;2022-12;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];API;2023-01;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];API;2023-02;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];API;2023-03;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];API;2023-04;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];API;2023-05;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2021-06;38716.34485634972
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2021-07;61616.96789060264
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2021-08;77787.35776396358
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2021-09;62226.03524605656
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2021-10;35614.03105991671
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2021-11;53365.294908459095
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2021-12;105991.38978885375
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2022-01;74582.26426421551
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2022-02;60632.28950329912
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2022-03;80695.72843384685
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2022-04;76012.39495707242
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2022-05;88195.34411117197
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2022-06;88623.42843097898
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2022-07;94594.66709030357
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2022-08;105026.10676007307
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2022-09;101526.44006002018
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2022-10;104002.61800862549
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2022-11;106563.39463251307
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2022-12;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2023-01;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2023-02;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2023-03;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2023-04;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];BDQ;2023-05;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2021-06;74200.81831209034
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2021-07;80236.69124773753
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2021-08;107589.41137308956
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2021-09;90550.69871405847
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2021-10;54112.072410513545
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2021-11;81498.73777290089
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2021-12;165339.97732802108
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2022-01;121596.6118173771
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2022-02;102958.47464252531
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2022-03;139032.32329733728
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2022-04;135117.50014778756
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2022-05;160622.25859369242
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2022-06;166117.8014707403
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2022-07;182051.21993937172
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2022-08;207345.8277018894
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2022-09;206296.6374427355
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2022-10;217033.62434661738
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2022-11;228386.03255245514
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2022-12;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2023-01;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2023-02;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2023-03;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2023-04;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAF;2023-05;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2021-06;60689.721795035766
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2021-07;85754.10494106737
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2021-08;106856.19710464377
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2021-09;83626.53648059943
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2021-10;48906.102690895794
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2021-11;73266.92570125558
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2021-12;145836.10241050262
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2022-01;103259.11495271271
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2022-02;84392.99569970151
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2022-03;112478.83368949514
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2022-04;106354.15731903352
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2022-05;123732.14926500033
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2022-06;124737.3354764778
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2022-07;133520.08822605762
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2022-08;148635.09981531522
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2022-09;144112.7647354342
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2022-10;148017.5377746345
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2022-11;152050.40155106343
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2022-12;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2023-01;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2023-02;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2023-03;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2023-04;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAJ;2023-05;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2021-06;53401.737261834256
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2021-07;44199.552863806326
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2021-08;44047.8055080546
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2021-09;43618.37889339582
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2021-10;44100.41035213474
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2021-11;40511.03943769578
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2021-12;45966.8717642592
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2022-01;51696.32685523495
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2022-02;37041.53937281927
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2022-03;43893.22392908721
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2022-04;47416.99463359326
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2022-05;59372.78399698517
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2022-06;48742.58300602151
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2022-07;48566.39625060125
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2022-08;55262.856925262146
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2022-09;48583.589545652416
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2022-10;49369.0054825868
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2022-11;54932.062694110326
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2022-12;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2023-01;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2023-02;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2023-03;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2023-04;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CAN;2023-05;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2021-06;29192.425759058176
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2021-07;92663.54431740193
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2021-08;100667.65708209627
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2021-09;76728.90204483556
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2021-10;45243.43349132514
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2021-11;62162.25822050055
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2021-12;112286.9264401694
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2022-01;50650.39310538739
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2022-02;77046.79377110384
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2022-03;89562.23429765616
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2022-04;84696.34294150957
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2022-05;98561.69839566213
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2022-06;99387.00838541565
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2022-07;106416.14746637101
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2022-08;118502.98527792544
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2022-09;114936.43649813952
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2022-10;118094.2297767663
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2022-11;121360.56864563178
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2022-12;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2023-01;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2023-02;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2023-03;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2023-04;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];CEZ;2023-05;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2021-06;128492.07157264742
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2021-07;152985.34699154526
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2021-08;156962.54281585588
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2021-09;150919.17559233398
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2021-10;157137.22842499285
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2021-11;149760.68858967145
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2021-12;173113.38837820018
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2022-01;213488.03370147012
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2022-02;162491.47644363504
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2022-03;194441.72910372508
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2022-04;181863.14851635916
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2022-05;210085.8400006388
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2022-06;209305.10213978362
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2022-07;222250.72920745087
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2022-08;245050.8707795762
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2022-09;234773.1821276912
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2022-10;238263.30227989933
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2022-11;242202.96953050877
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2022-12;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2023-01;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2023-02;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2023-03;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2023-04;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];IJA;2023-05;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2021-06;64453.22775049493
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2021-07;54013.09578212492
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2021-08;55841.44340272305
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2021-09;52944.05524786358
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2021-10;57102.51022612491
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2021-11;55289.09652100739
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2021-12;56430.89841486483
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2022-01;54009.554547496984
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2022-02;41506.52411300799
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2022-03;60545.24545549397
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2022-04;58006.19536903376
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2022-05;55981.64247844221
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2022-06;46578.43873042868
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2022-07;61522.86337071248
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2022-08;59948.749436841455
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2022-09;61647.4259173079
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2022-10;64725.37858548397
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2022-11;67976.89329380532
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2022-12;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2023-01;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2023-02;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2023-03;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2023-04;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];SMC;2023-05;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2021-06;43524.65268614549
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2021-07;2869.7585950083667
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2021-08;-29413.960464030955
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2021-09;-63456.333834883124
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2021-10;-98669.46150185814
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2021-11;-137029.73876834434
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2021-12;-168773.9353297084
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2022-01;-191956.48659276107
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2022-02;-244065.81378455073
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2022-03;-262282.93869757705
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2022-04;-299341.24885491055
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2022-05;-335968.5728961164
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2022-06;-374877.4538842786
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2022-07;-409286.5377318627
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2022-08;-448223.0000795084
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2022-09;-490950.4268714664
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2022-10;-523775.2877855189
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2022-11;-555779.7567262012
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2022-12;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2023-01;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2023-02;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2023-03;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2023-04;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];NSR;2023-05;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2021-06;8022.4831841841315
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2021-07;324.35857289594423
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2021-08;-11542.307539277355
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2021-09;-22903.42902668674
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2021-10;-31723.252772447682
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2021-11;-43868.19162785659
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2021-12;-52295.42169663988
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2022-01;-59985.53921027938
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2022-02;-71738.5213488978
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2022-03;-75252.24901254459
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2022-04;-84909.37186634622
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2022-05;-93281.03365564908
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2022-06;-103446.7023699384
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2022-07;-112548.03696446324
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2022-08;-122157.90003728661
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2022-09;-132939.6733616424
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2022-10;-143222.0010837273
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2022-11;-152325.0391992152
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2022-12;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2023-01;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2023-02;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2023-03;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2023-04;-
[L2] Requisito Total de Produção = [I2 + C2 + J2];SPA;2023-05;-
[M2] Tranferências Entrada;API;2021-06;0.0
[M2] Tranferências Entrada;API;2021-07;0.0
[M2] Tranferências Entrada;API;2021-08;0.0
[M2] Tranferências Entrada;API;2021-09;0.0
[M2] Tranferências Entrada;API;2021-10;0.0
[M2] Tranferências Entrada;API;2021-11;0.0
[M2] Tranferências Entrada;API;2021-12;0.0
[M2] Tranferências Entrada;API;2022-01;0.0
[M2] Tranferências Entrada;API;2022-02;0.0
[M2] Tranferências Entrada;API;2022-03;0.0
[M2] Tranferências Entrada;API;2022-04;0.0
[M2] Tranferências Entrada;API;2022-05;0.0
[M2] Tranferências Entrada;API;2022-06;0.0
[M2] Tranferências Entrada;API;2022-07;0.0
[M2] Tranferências Entrada;API;2022-08;0.0
[M2] Tranferências Entrada;API;2022-09;0.0
[M2] Tranferências Entrada;API;2022-10;0.0
[M2] Tranferências Entrada;API;2022-11;0.0
[M2] Tranferências Entrada;API;2022-12;0.0
[M2] Tranferências Entrada;API;2023-01;0.0
[M2] Tranferências Entrada;API;2023-02;0.0
[M2] Tranferências Entrada;API;2023-03;0.0
[M2] Tranferências Entrada;API;2023-04;0.0
[M2] Tranferências Entrada;API;2023-05;0.0
[M2] Tranferências Entrada;BDQ;2021-06;0.0
[M2] Tranferências Entrada;BDQ;2021-07;0.0
[M2] Tranferências Entrada;BDQ;2021-08;0.0
[M2] Tranferências Entrada;BDQ;2021-09;0.0
[M2] Tranferências Entrada;BDQ;2021-10;0.0
[M2] Tranferências Entrada;BDQ;2021-11;0.0
[M2] Tranferências Entrada;BDQ;2021-12;0.0
[M2] Tranferências Entrada;BDQ;2022-01;0.0
[M2] Tranferências Entrada;BDQ;2022-02;0.0
[M2] Tranferências Entrada;BDQ;2022-03;0.0
[M2] Tranferências Entrada;BDQ;2022-04;0.0
[M2] Tranferências Entrada;BDQ;2022-05;0.0
[M2] Tranferências Entrada;BDQ;2022-06;0.0
[M2] Tranferências Entrada;BDQ;2022-07;0.0
[M2] Tranferências Entrada;BDQ;2022-08;0.0
[M2] Tranferências Entrada;BDQ;2022-09;0.0
[M2] Tranferências Entrada;BDQ;2022-10;0.0
[M2] Tranferências Entrada;BDQ;2022-11;0.0
[M2] Tranferências Entrada;BDQ;2022-12;0.0
[M2] Tranferências Entrada;BDQ;2023-01;0.0
[M2] Tranferências Entrada;BDQ;2023-02;0.0
[M2] Tranferências Entrada;BDQ;2023-03;0.0
[M2] Tranferências Entrada;BDQ;2023-04;0.0
[M2] Tranferências Entrada;BDQ;2023-05;0.0
[M2] Tranferências Entrada;CAF;2021-06;0.0
[M2] Tranferências Entrada;CAF;2021-07;0.0
[M2] Tranferências Entrada;CAF;2021-08;0.0
[M2] Tranferências Entrada;CAF;2021-09;0.0
[M2] Tranferências Entrada;CAF;2021-10;0.0
[M2] Tranferências Entrada;CAF;2021-11;0.0
[M2] Tranferências Entrada;CAF;2021-12;0.0
[M2] Tranferências Entrada;CAF;2022-01;0.0
[M2] Tranferências Entrada;CAF;2022-02;0.0
[M2] Tranferências Entrada;CAF;2022-03;0.0
[M2] Tranferências Entrada;CAF;2022-04;0.0
[M2] Tranferências Entrada;CAF;2022-05;0.0
[M2] Tranferências Entrada;CAF;2022-06;0.0
[M2] Tranferências Entrada;CAF;2022-07;0.0
[M2] Tranferências Entrada;CAF;2022-08;0.0
[M2] Tranferências Entrada;CAF;2022-09;0.0
[M2] Tranferências Entrada;CAF;2022-10;0.0
[M2] Tranferências Entrada;CAF;2022-11;0.0
[M2] Tranferências Entrada;CAF;2022-12;0.0
[M2] Tranferências Entrada;CAF;2023-01;0.0
[M2] Tranferências Entrada;CAF;2023-02;0.0
[M2] Tranferências Entrada;CAF;2023-03;0.0
[M2] Tranferências Entrada;CAF;2023-04;0.0
[M2] Tranferências Entrada;CAF;2023-05;0.0
[M2] Tranferências Entrada;CAJ;2021-06;0.0
[M2] Tranferências Entrada;CAJ;2021-07;0.0
[M2] Tranferências Entrada;CAJ;2021-08;0.0
[M2] Tranferências Entrada;CAJ;2021-09;0.0
[M2] Tranferências Entrada;CAJ;2021-10;0.0
[M2] Tranferências Entrada;CAJ;2021-11;0.0
[M2] Tranferências Entrada;CAJ;2021-12;0.0
[M2] Tranferências Entrada;CAJ;2022-01;0.0
[M2] Tranferências Entrada;CAJ;2022-02;0.0
[M2] Tranferências Entrada;CAJ;2022-03;0.0
[M2] Tranferências Entrada;CAJ;2022-04;0.0
[M2] Tranferências Entrada;CAJ;2022-05;0.0
[M2] Tranferências Entrada;CAJ;2022-06;0.0
[M2] Tranferências Entrada;CAJ;2022-07;0.0
[M2] Tranferências Entrada;CAJ;2022-08;0.0
[M2] Tranferências Entrada;CAJ;2022-09;0.0
[M2] Tranferências Entrada;CAJ;2022-10;0.0
[M2] Tranferências Entrada;CAJ;2022-11;0.0
[M2] Tranferências Entrada;CAJ;2022-12;0.0
[M2] Tranferências Entrada;CAJ;2023-01;0.0
[M2] Tranferências Entrada;CAJ;2023-02;0.0
[M2] Tranferências Entrada;CAJ;2023-03;0.0
[M2] Tranferências Entrada;CAJ;2023-04;0.0
[M2] Tranferências Entrada;CAJ;2023-05;0.0
[M2] Tranferências Entrada;CAN;2021-06;0.0
[M2] Tranferências Entrada;CAN;2021-07;0.0
[M2] Tranferências Entrada;CAN;2021-08;0.0
[M2] Tranferências Entrada;CAN;2021-09;0.0
[M2] Tranferências Entrada;CAN;2021-10;0.0
[M2] Tranferências Entrada;CAN;2021-11;0.0
[M2] Tranferências Entrada;CAN;2021-12;0.0
[M2] Tranferências Entrada;CAN;2022-01;0.0
[M2] Tranferências Entrada;CAN;2022-02;0.0
[M2] Tranferências Entrada;CAN;2022-03;0.0
[M2] Tranferências Entrada;CAN;2022-04;0.0
[M2] Tranferências Entrada;CAN;2022-05;0.0
[M2] Tranferências Entrada;CAN;2022-06;0.0
[M2] Tranferências Entrada;CAN;2022-07;0.0
[M2] Tranferências Entrada;CAN;2022-08;0.0
[M2] Tranferências Entrada;CAN;2022-09;0.0
[M2] Tranferências Entrada;CAN;2022-10;0.0
[M2] Tranferências Entrada;CAN;2022-11;0.0
[M2] Tranferências Entrada;CAN;2022-12;0.0
[M2] Tranferências Entrada;CAN;2023-01;0.0
[M2] Tranferências Entrada;CAN;2023-02;0.0
[M2] Tranferências Entrada;CAN;2023-03;0.0
[M2] Tranferências Entrada;CAN;2023-04;0.0
[M2] Tranferências Entrada;CAN;2023-05;0.0
[M2] Tranferências Entrada;CEZ;2021-06;0.0
[M2] Tranferências Entrada;CEZ;2021-07;0.0
[M2] Tranferências Entrada;CEZ;2021-08;0.0
[M2] Tranferências Entrada;CEZ;2021-09;0.0
[M2] Tranferências Entrada;CEZ;2021-10;0.0
[M2] Tranferências Entrada;CEZ;2021-11;0.0
[M2] Tranferências Entrada;CEZ;2021-12;0.0
[M2] Tranferências Entrada;CEZ;2022-01;0.0
[M2] Tranferências Entrada;CEZ;2022-02;0.0
[M2] Tranferências Entrada;CEZ;2022-03;0.0
[M2] Tranferências Entrada;CEZ;2022-04;0.0
[M2] Tranferências Entrada;CEZ;2022-05;0.0
[M2] Tranferências Entrada;CEZ;2022-06;0.0
[M2] Tranferências Entrada;CEZ;2022-07;0.0
[M2] Tranferências Entrada;CEZ;2022-08;0.0
[M2] Tranferências Entrada;CEZ;2022-09;0.0
[M2] Tranferências Entrada;CEZ;2022-10;0.0
[M2] Tranferências Entrada;CEZ;2022-11;0.0
[M2] Tranferências Entrada;CEZ;2022-12;0.0
[M2] Tranferências Entrada;CEZ;2023-01;0.0
[M2] Tranferências Entrada;CEZ;2023-02;0.0
[M2] Tranferências Entrada;CEZ;2023-03;0.0
[M2] Tranferências Entrada;CEZ;2023-04;0.0
[M2] Tranferências Entrada;CEZ;2023-05;0.0
[M2] Tranferências Entrada;IJA;2021-06;0.0
[M2] Tranferências Entrada;IJA;2021-07;0.0
[M2] Tranferências Entrada;IJA;2021-08;0.0
[M2] Tranferências Entrada;IJA;2021-09;0.0
[M2] Tranferências Entrada;IJA;2021-10;0.0
